tradeTime,price,livingRoom,drawingRoom,bathRoom,floor
2013-05-19,2.1164876342293683e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-05-20,3.161446187820605e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-05-21,9.381301704768464e+23,2222.2,2222.2,2222.2,2222.2
2013-05-22,3.837526283790903e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-05-23,6.0204700847540675e+23,2222.2,2222.2,2222.2,2222.2
2013-05-24,4.75236816588076e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-05-25,1.763744925691952e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2013-05-26,9.935664056773682e+132,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24
2013-05-27,2.361409797197733e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-05-28,2.6639431753998534e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-05-29,5.991482799271004e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-05-30,2.340738839553638e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-05-31,4.3173746616222835e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-06-01,1.867335450936077e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2013-06-02,2.0793816609513383e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-06-03,4.7713079103804565e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-06-04,5.685075477456523e+28,18518.5,18518.5,18518.5,18518.5
2013-06-05,4.3052968545108794e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-06-06,106352090347782.33,37.0,37.0,37.0,37.0
2013-06-07,1.7556287100437715e+39,1388888.875,1388888.875,1388888.875,1388888.875
2013-06-08,161681193783237.0,37.0,37.0,37.0,37.0
2013-06-09,4.8980662433928665e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-06-10,2.5015326527907625e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-06-11,3.264730351338144e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-06-12,2.8818842834028724e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-06-13,5.562487353515705e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-06-14,7.043596359681631e+18,277.75,277.75,277.75,277.75
2013-06-15,2.62510904441227e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-06-16,1.5236485523397492e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2013-06-17,3.3587043070105806e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-06-18,1.7574874949515956e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2013-06-19,8.524830268432062e+18,277.75,277.75,277.75,277.75
2013-06-20,3.523184281738417e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-06-21,87834791923098.0,37.0,37.0,37.0,37.0
2013-06-22,2.0206922489043152e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-06-23,2.2325702488366185e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-06-24,3.972423564323156e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-06-25,4.7999016990638055e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-06-26,8.99168100515331e+23,2222.2,2222.2,2222.2,2222.2
2013-06-27,3.824833100298405e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-06-28,6.705077384681107e+23,2222.2,2222.2,2222.2,2222.2
2013-06-29,5.061702333680115e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-06-30,2.849952622909183e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-07-01,7.285379495725815e+18,277.75,277.75,277.75,277.75
2013-07-02,6.431359852455575e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-07-03,8.99558897041196e+28,18518.5,18518.5,18518.5,18518.5
2013-07-04,4.3662973467741195e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-07-05,4.8721856768430066e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-07-06,3.373869424911188e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-07-07,2.4724822672761262e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-07-08,3.88467619792893e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-07-09,9.202074639028927e+23,2222.2,2222.2,2222.2,2222.2
2013-07-10,55648340585652.664,37.0,37.0,37.0,37.0
2013-07-11,1.3272583288990863e+19,277.75,277.75,277.75,277.75
2013-07-12,6.970573320729221e+28,18518.5,18518.5,18518.5,18518.5
2013-07-13,2.6963580194041126e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-07-14,2.1370768751889326e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2013-07-15,3.449380631514504e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-07-16,6.741058148919858e+28,18518.5,18518.5,18518.5,18518.5
2013-07-17,4.393803762996756e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-07-18,4.559617941942476e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-07-19,5.419067774427454e+28,18518.5,18518.5,18518.5,18518.5
2013-07-20,2.1620842846056643e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2013-07-21,2.1306389878117115e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2013-07-22,3.895664272984428e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-07-23,2.4661687382665418e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-07-24,8.881087936420739e+18,277.75,277.75,277.75,277.75
2013-07-25,2.6119139064296054e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-07-26,5.571511020774223e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-07-27,1.6071258029019173e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2013-07-28,1.592193452770932e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2013-07-29,4.080734558417664e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-07-30,3.347128463086568e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-07-31,4.6866289748011916e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-08-01,8.367840750651664e+18,277.75,277.75,277.75,277.75
2013-08-02,5.662067494818692e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-08-03,2.6577132208779402e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2013-08-04,2.472912631311363e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2013-08-05,3.85211651217106e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-08-06,3.2003457643014436e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-08-07,3.3458650012852206e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-08-08,3.1385325623243536e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-08-09,7.809909402359989e+28,18518.5,18518.5,18518.5,18518.5
2013-08-10,1.7559223502135114e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2013-08-11,2.6586061671378064e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-08-12,4.007847121533443e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-08-13,2.907390612989386e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-08-14,3.784041631311596e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-08-15,7.511891826848011e+23,2222.2,2222.2,2222.2,2222.2
2013-08-16,6.083729466320205e+28,18518.5,18518.5,18518.5,18518.5
2013-08-17,2.5264528346102244e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-08-18,1.546492928736454e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2013-08-19,2.986778601212445e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-08-20,3.264119803996223e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-08-21,9.491675549083555e+23,2222.2,2222.2,2222.2,2222.2
2013-08-22,4.1611842319729626e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-08-23,2.4998760438402377e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-08-24,1.3829611702445795e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2013-08-25,1.4803975693429742e+128,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23
2013-08-26,1.8546092920006848e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2013-08-27,2.2762910329300558e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-08-28,2.725925413836561e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-08-29,6.319037466058373e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-08-30,5.82530615082563e+23,2222.2,2222.2,2222.2,2222.2
2013-08-31,1.6096561310692336e+108,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2013-09-01,1.4954713155965928e+108,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2013-09-02,4.375746800673435e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-09-03,2.3775299861483697e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-09-04,5.276549991940379e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-09-05,3.0260306841591353e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-09-06,2.7045256787621194e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-09-07,9.083337210595745e+107,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2013-09-08,1.174715769812983e+133,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24
2013-09-09,2.748848054923594e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-09-10,3.0620399694605855e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-09-11,7.058562570860025e+28,18518.5,18518.5,18518.5,18518.5
2013-09-12,4.507027570302976e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-09-13,4.4521648760860494e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-09-14,1.8225300914474714e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2013-09-15,2.652803206737147e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-09-16,4.362831164904174e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-09-17,3.00430927441473e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-09-18,3.5688087342823935e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-09-19,6.199684498434284e+23,2222.2,2222.2,2222.2,2222.2
2013-09-20,3.285845098380113e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-09-21,2.808130549342367e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-09-22,1.725844903063749e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2013-09-23,2.81535459948172e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-09-24,3.6780429980747937e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-09-25,2.2834873581186825e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-09-26,3.279536598694028e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-09-27,5.720426085492229e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-09-28,2.410922979675077e+98,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17
2013-09-29,3.869219397605913e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-09-30,3.9677127859831044e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-10-01,123461358850014.33,37.0,37.0,37.0,37.0
2013-10-02,6.630658167476855e+22,2222.2,2222.2,2222.2,2222.2
2013-10-03,4.673622355128992e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-10-04,5.458052644833184e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-10-05,3.524721456515243e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-10-06,2.786858839446595e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-10-07,2.1650237735802958e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-10-08,2.6362988682387816e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-10-09,3.3561535415038387e+44,12345679.0,12345679.0,12345679.0,12345679.0
2013-10-10,3.0868374443720425e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-10-11,4.3172622782784953e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-10-12,1.8574832602368113e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2013-10-13,2.114029072914403e+74,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-10-14,2.3454408693864937e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-10-15,6.151873439023706e+28,18518.5,18518.5,18518.5,18518.5
2013-10-16,4.515190873490436e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-10-17,3.0028188509133534e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-10-18,5.3305640017763806e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-10-19,1.2548169091413817e+98,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17
2013-10-20,2.792317539622984e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2013-10-21,3.74291040672647e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-10-22,8.927603998107032e+18,277.75,277.75,277.75,277.75
2013-10-23,6.977849688649831e+18,277.75,277.75,277.75,277.75
2013-10-24,1.4135845066379788e+19,277.75,277.75,277.75,277.75
2013-10-25,6.534275032744149e+23,2222.2,2222.2,2222.2,2222.2
2013-10-26,3.153695780366511e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-10-27,1.966253403180397e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2013-10-28,4.3440545667535674e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-10-29,5.268055000227863e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-10-30,6.001215057534249e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-10-31,3.315207974896585e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-11-01,2400576981.5,5.5,5.5,5.5,5.5
2013-11-02,6.685601810331226e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-11-03,2.9725725449883483e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-11-04,4.07881069436873e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-11-05,6.781919409823537e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-11-06,7.839593220779714e+18,277.75,277.75,277.75,277.75
2013-11-07,6.357889641144022e+28,18518.5,18518.5,18518.5,18518.5
2013-11-08,4.491907451735894e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-11-09,5.021916864956218e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-11-10,3.026862769643837e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-11-11,7.7183792907086586e+28,18518.5,18518.5,18518.5,18518.5
2013-11-12,124931256815015.33,37.0,37.0,37.0,37.0
2013-11-13,8.039706556615408e+23,2222.2,2222.2,2222.2,2222.2
2013-11-14,6.365719778805841e+28,18518.5,18518.5,18518.5,18518.5
2013-11-15,8.93631029730373e+23,2222.2,2222.2,2222.2,2222.2
2013-11-16,3.901413538057543e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-11-17,4.153276654931472e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-11-18,4.982272154240323e+28,18518.5,18518.5,18518.5,18518.5
2013-11-19,5.626236740764325e+28,18518.5,18518.5,18518.5,18518.5
2013-11-20,1.0391109856792488e+24,2222.2,2222.2,2222.2,2222.2
2013-11-21,124331767242133.33,37.0,37.0,37.0,37.0
2013-11-22,1259277633.0,5.5,5.5,5.5,5.5
2013-11-23,8.799509719104547e+23,2222.2,2222.2,2222.2,2222.2
2013-11-24,1.0631677282680231e+24,2222.2,2222.2,2222.2,2222.2
2013-11-25,5.907051232983378e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-11-26,4.069814578243283e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-11-27,4.201161930347433e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-11-28,5.2575219533495096e+23,2222.2,2222.2,2222.2,2222.2
2013-11-29,88761875186491.33,37.0,37.0,37.0,37.0
2013-11-30,1.9516645538785745e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-12-01,1.9165391488462034e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-12-02,3.539814509364205e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-12-03,2.9145988526280495e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-12-04,7.613388722318857e+28,18518.5,18518.5,18518.5,18518.5
2013-12-05,5.88892231619968e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2013-12-06,2114223377.0,5.5,5.5,5.5,5.5
2013-12-07,4.185750096442664e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-12-08,2.5205255616711176e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-12-09,7.692499974431973e+23,2222.2,2222.2,2222.2,2222.2
2013-12-10,3.1141780394108312e+38,1388888.875,1388888.875,1388888.875,1388888.875
2013-12-11,7.896899084968808e+23,2222.2,2222.2,2222.2,2222.2
2013-12-12,2140123306.0,5.5,5.5,5.5,5.5
2013-12-13,7.372850872787208e+23,2222.2,2222.2,2222.2,2222.2
2013-12-14,4.2586354604613333e+48,111111111.1,111111111.1,111111111.1,111111111.1
2013-12-15,3.108947089490421e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-12-16,5.193869932809007e+23,2222.2,2222.2,2222.2,2222.2
2013-12-17,120635050285323.67,37.0,37.0,37.0,37.0
2013-12-18,2.3883807781188825e+43,12345679.0,12345679.0,12345679.0,12345679.0
2013-12-19,9.688366746616564e+18,277.75,277.75,277.75,277.75
2013-12-20,6.119438144098456e+28,18518.5,18518.5,18518.5,18518.5
2013-12-21,2.8634943749501686e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2013-12-22,3.416124946070745e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2013-12-23,1.2058112843711515e+19,277.75,277.75,277.75,277.75
2013-12-24,6.658418557113823e+28,18518.5,18518.5,18518.5,18518.5
2013-12-25,7.072638441778611e+18,277.75,277.75,277.75,277.75
2013-12-26,7.647870741154765e+18,277.75,277.75,277.75,277.75
2013-12-27,6.791671224592592e+23,2222.2,2222.2,2222.2,2222.2
2013-12-28,3.1796048552724886e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-12-29,2.6263953010595305e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2013-12-30,4.07776794668313e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2013-12-31,5.488196816358762e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2014-01-01,3.95830806293628e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-01-02,4.771734004031176e+28,18518.5,18518.5,18518.5,18518.5
2014-01-03,1.0572090178715214e+19,277.75,277.75,277.75,277.75
2014-01-04,3.041457426243421e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-01-05,4.606837951452005e+48,111111111.1,111111111.1,111111111.1,111111111.1
2014-01-06,7.584580304182193e+28,18518.5,18518.5,18518.5,18518.5
2014-01-07,9.60907065918927e+29,18518.5,18518.5,18518.5,18518.5
2014-01-08,40829.0,1.0,1.0,1.0,1.0
2014-01-09,4.584771959758787e+32,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2014-01-10,2023424264.0,5.5,5.5,5.5,5.5
2014-01-11,2.996948269444913e+48,111111111.1,111111111.1,111111111.1,111111111.1
2014-01-12,2.407738730202174e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2014-01-13,1.2764117424702288e+19,277.75,277.75,277.75,277.75
2014-01-14,3.183669693969241e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2014-01-15,1.0555296916778272e+24,2222.2,2222.2,2222.2,2222.2
2014-01-16,6.225774092010036e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2014-01-17,138991285379193.33,37.0,37.0,37.0,37.0
2014-01-18,3.407813961103167e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2014-01-19,2.1459054691863747e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2014-01-20,4.657482141520361e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-01-21,7.956581728235914e+18,277.75,277.75,277.75,277.75
2014-01-22,8.860834860761663e+18,277.75,277.75,277.75,277.75
2014-01-23,5.8889006208719565e+28,18518.5,18518.5,18518.5,18518.5
2014-01-24,7.368223692268506e+28,18518.5,18518.5,18518.5,18518.5
2014-01-25,2.8338766064029953e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2014-01-26,8.123638183708212e+18,277.75,277.75,277.75,277.75
2014-02-07,1451919300.5,5.5,5.5,5.5,5.5
2014-02-08,1583772389.5,5.5,5.5,5.5,5.5
2014-02-09,179268449581025.34,37.0,37.0,37.0,37.0
2014-02-10,119644523515715.67,37.0,37.0,37.0,37.0
2014-02-11,4.023680755637682e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-02-12,141854619349762.34,37.0,37.0,37.0,37.0
2014-02-13,5.54176273637292e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2014-02-15,3.690299523008651e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-02-16,3.2129383213217873e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2014-02-17,1531773579.0,5.5,5.5,5.5,5.5
2014-02-18,8.118900306012084e+18,277.75,277.75,277.75,277.75
2014-02-19,5.706926346768297e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-02-20,4.889263412778571e+23,2222.2,2222.2,2222.2,2222.2
2014-02-21,56280.0,1.0,1.0,1.0,1.0
2014-02-22,2.5470167003455957e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2014-02-23,3.0414970919929342e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2014-02-24,3.728836740531513e+48,111111111.1,111111111.1,111111111.1,111111111.1
2014-02-25,4.2274208506742055e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-02-26,3.174536881931411e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-02-27,4.847431384274397e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2014-02-28,5.277665311781517e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-03-01,4.042496700557193e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-03-02,3.1943968485255675e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2014-03-03,9.577088276549689e+23,2222.2,2222.2,2222.2,2222.2
2014-03-04,6.732096189049674e+23,2222.2,2222.2,2222.2,2222.2
2014-03-05,5.178782539538766e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-03-06,4.722815122649759e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-03-07,5.377396842269926e+28,18518.5,18518.5,18518.5,18518.5
2014-03-08,5.788156409242515e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-03-09,7.329549060866948e+23,2222.2,2222.2,2222.2,2222.2
2014-03-10,9.494859507127528e+23,2222.2,2222.2,2222.2,2222.2
2014-03-11,6.4066707665393924e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-03-12,8.002552077383006e+28,18518.5,18518.5,18518.5,18518.5
2014-03-13,7.465112023547734e+18,277.75,277.75,277.75,277.75
2014-03-14,153795266940671.66,37.0,37.0,37.0,37.0
2014-03-15,2.3440304212130696e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-03-16,2.384409541335325e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2014-03-17,1.1691587362288767e+19,277.75,277.75,277.75,277.75
2014-03-18,1.1580853221412844e+19,277.75,277.75,277.75,277.75
2014-03-19,6.677924642234039e+28,18518.5,18518.5,18518.5,18518.5
2014-03-20,1.4260470326794086e+28,18518.5,18518.5,18518.5,18518.5
2014-03-21,155431031884825.66,37.0,37.0,37.0,37.0
2014-03-22,8.38892903471479e+23,2222.2,2222.2,2222.2,2222.2
2014-03-23,3.078858881882638e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-03-24,3.2170304145159534e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-03-25,8.472552744058308e+28,18518.5,18518.5,18518.5,18518.5
2014-03-26,196734302213294.34,37.0,37.0,37.0,37.0
2014-03-27,5.191052878908693e+28,18518.5,18518.5,18518.5,18518.5
2014-03-28,84291149918024.67,37.0,37.0,37.0,37.0
2014-03-29,4.2661807583671486e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-03-30,2.618443729513012e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2014-03-31,4.282702313807293e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-04-01,1.1958602575944184e+19,277.75,277.75,277.75,277.75
2014-04-02,3119124009.0,5.5,5.5,5.5,5.5
2014-04-03,4.765929421414655e+28,18518.5,18518.5,18518.5,18518.5
2014-04-04,4.61763172774775e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2014-04-05,6.119309427118389e+24,2222.2,2222.2,2222.2,2222.2
2014-04-06,7.112284258806789e+23,2222.2,2222.2,2222.2,2222.2
2014-04-07,4.4327112015348615e+43,12345679.0,12345679.0,12345679.0,12345679.0
2014-04-08,8.634117953486537e+18,277.75,277.75,277.75,277.75
2014-04-09,9.702591078553141e+18,277.75,277.75,277.75,277.75
2014-04-10,7.300897015827511e+29,18518.5,18518.5,18518.5,18518.5
2014-04-11,4.2196762415622725e+38,1388888.875,1388888.875,1388888.875,1388888.875
2014-04-12,3.068179703504849e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2014-04-13,6.54104801568126e+28,18518.5,18518.5,18518.5,18518.5
2014-04-14,3.9115394774095735e+48,111111111.1,111111111.1,111111111.1,111111111.1
2014-04-15,137007968024461.33,37.0,37.0,37.0,37.0
