tradeTime,price,livingRoom,drawingRoom,bathRoom,floor
2015-03-16,1.6294221461691018e+98,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17
2015-03-17,5.917861656663308e+23,2222.2,2222.2,2222.2,2222.2
2015-03-18,1.8360808384197135e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-03-19,5.968282953036362e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-03-20,4.015027095839167e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-03-21,1.126186299330568e+118,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-03-22,7.770915667717985e+177,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33
2015-03-23,2.121523672065078e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-03-24,2.81888196525391e+67,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-03-25,4.000039339474876e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-03-26,1.4908973789214144e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-03-27,3.7120410660978944e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-03-28,8.61291454772851e+157,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-03-29,1.022636106668873e+158,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-03-30,1.6030149886789668e+98,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17
2015-03-31,2.445836704641459e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-04-01,1.878970572563032e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-04-02,2.6233274088407724e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-04-03,1.892756163823595e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-04-04,7.062238641322555e+207,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39
2015-04-05,9.712796922208949e+162,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30
2015-04-06,6.54926048417976e+177,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33
2015-04-07,1.8505824813443855e+89,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-04-08,1.5940988847186887e+119,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-04-09,1.1558113167852888e+118,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-04-10,1.997786663697108e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-04-11,8.579221629249553e+172,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32
2015-04-12,6.944746724077992e+232,2.3640661938534276e+44,2.3640661938534276e+44,2.3640661938534276e+44,2.3640661938534276e+44
2015-04-13,2.839223894272425e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-04-14,2.379255454075095e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-04-15,3.7380276221090506e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-04-16,4.386412156738206e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-04-17,3.411258680276524e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-04-18,8.440372725718797e+164,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30
2015-04-19,9.197120657854822e+182,3.0030030030030033e+34,3.0030030030030033e+34,3.0030030030030033e+34,3.0030030030030033e+34
2015-04-20,1.3227793163812638e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-04-21,2.1393252673500102e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-04-22,2.021960580860366e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-04-23,1.6316708678328727e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-04-24,2.1565198664675415e+79,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-04-25,8.703676448424215e+168,3.2679738562091505e+31,3.2679738562091505e+31,3.2679738562091505e+31,3.2679738562091505e+31
2015-04-26,8.094694222950987e+202,2.7100271002710024e+38,2.7100271002710024e+38,2.7100271002710024e+38,2.7100271002710024e+38
2015-04-27,1.8535201818764076e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-04-28,1.7904948153311014e+123,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22
2015-04-29,2.1564683427176154e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-04-30,1.4859045631836313e+84,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-05-01,2.4102287743375487e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-05-02,1.8500749662574855e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-05-03,1.3663163531808224e+114,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-05-04,1.8947034338769231e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-05-05,2.206367286953761e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-05-06,2.3042001169244204e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-05-07,7.188904501062396e+28,18518.5,18518.5,18518.5,18518.5
2015-05-08,2.3291947719970142e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-05-09,8.85430049542659e+152,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28
2015-05-10,1.4719715261604293e+123,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22
2015-05-11,2.345288710881475e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-05-12,2.1548329396034087e+79,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-05-13,1.9224393978340862e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-05-14,5.954159614193969e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-05-15,2.3126999209085157e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-05-16,1.083660242239255e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-05-17,9.527512375507909e+192,2.849002849002849e+36,2.849002849002849e+36,2.849002849002849e+36,2.849002849002849e+36
2015-05-18,1.3946060084666972e+119,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-05-19,1.6500711434165972e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-05-20,1.1477999893336366e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-05-21,2.551771740389584e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-05-22,1.6304943662200764e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-05-23,9.771225192391866e+172,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32
2015-05-24,7.464044111854798e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-05-25,1.5651849605570193e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-05-26,4.2833763394675786e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-05-27,1.5990716296591338e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-05-28,3.3233012968579855e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-05-29,2.7069554083901363e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-05-30,1.1420168124722248e+148,3.7037037037037034e+27,3.7037037037037034e+27,3.7037037037037034e+27,3.7037037037037034e+27
2015-05-31,7.70461989344427e+207,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39
2015-06-01,1.671626474070691e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-06-02,2.065875388000341e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-06-03,2.1926688755206745e+128,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23
2015-06-04,2.6749345413679453e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-06-05,4.2600317775332685e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-06-06,1.2551223371275014e+133,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24
2015-06-07,1.3821182187456477e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-06-08,1.6873910365529288e+94,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-06-09,2.4929580770807776e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-06-10,3.18340287044653e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-06-11,2.1313103565993853e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-06-12,2.2786000474411952e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-06-13,1.8977224497502725e+118,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-06-14,7.972574695806061e+197,2.7777777777777777e+37,2.7777777777777777e+37,2.7777777777777777e+37,2.7777777777777777e+37
2015-06-15,1.6442264654661703e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-06-16,3.826118268430139e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-06-17,3.101213438920803e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-06-18,5.813487058485105e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-06-19,4.8173272448549055e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-06-20,1.6076530380822652e+93,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-06-21,1.474364127088519e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-06-22,7.680068479754448e+212,2.5839793281653747e+40,2.5839793281653747e+40,2.5839793281653747e+40,2.5839793281653747e+40
2015-06-23,1.8263033458802115e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-06-24,3.465220269421422e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-06-25,4.711671875468029e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-06-26,6.011424817968306e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-06-27,1.2724358801212497e+144,3.831417624521073e+26,3.831417624521073e+26,3.831417624521073e+26,3.831417624521073e+26
2015-06-28,7.946180091071055e+202,2.7100271002710024e+38,2.7100271002710024e+38,2.7100271002710024e+38,2.7100271002710024e+38
2015-06-29,1.9979720155898087e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-06-30,3.5260409779171604e+59,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-07-01,2.657033823207745e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-07-02,3.899031113533449e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-07-03,3.552451153841324e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-07-04,1.014478244784217e+159,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-07-05,6.612617628119834e+232,2.3640661938534276e+44,2.3640661938534276e+44,2.3640661938534276e+44,2.3640661938534276e+44
2015-07-06,2.0297299863753158e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-07-07,1.626761489573316e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-07-08,3.607306144185541e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-07-09,1.4773118726009608e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-07-10,3.4411037026525655e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-07-11,1.0060641770317234e+179,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33
2015-07-12,8.186483657966365e+207,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39
2015-07-13,2.90695173275347e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-07-14,3.0314156002713485e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-07-15,2.6103534836222285e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-07-16,2.5158184589183903e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-07-17,2.1006934919892692e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-07-18,1.4468725180027837e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-07-19,1.004776789188942e+169,3.2679738562091505e+31,3.2679738562091505e+31,3.2679738562091505e+31,3.2679738562091505e+31
2015-07-20,4.957331224458495e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-07-21,7.987719118207294e+18,277.75,277.75,277.75,277.75
2015-07-22,1.88390078396124e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-07-23,2.4373175539261735e+69,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-07-24,8.43206598878677e+23,2222.2,2222.2,2222.2,2222.2
2015-07-25,1.0953077860641193e+133,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24
2015-07-26,9.073495478095637e+172,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32
2015-07-27,1.900086925233433e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-07-28,5.394775286102479e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-07-29,1.7555179991334408e+89,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-07-30,2.697477494920922e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-07-31,7.583189536170208e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-08-01,7.14703345063404e+178,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33,3.08641975308642e+33
2015-08-02,1.2173383793942499e+123,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22
2015-08-03,1.5155405034748071e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-08-04,2.6464886903137948e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-08-05,2.5062421431257527e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-08-06,4.540706894939605e+44,12345679.0,12345679.0,12345679.0,12345679.0
2015-08-07,5.245061214785581e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-08-08,1.1154800080931805e+118,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-08-09,1.197875243586332e+143,3.831417624521073e+26,3.831417624521073e+26,3.831417624521073e+26,3.831417624521073e+26
2015-08-10,4.631366389275116e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-08-11,3.3510347975174946e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-08-12,6.294924991663903e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-08-13,4.199047974428214e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-08-14,1.474063702067916e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-08-15,1.3665924947580242e+128,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23
2015-08-16,1.1985124693821403e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-08-17,3.102399866751741e+54,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-08-18,2.9450431823058927e+49,111111111.1,111111111.1,111111111.1,111111111.1
2015-08-19,1.979207334027057e+54,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-08-20,1.1990282565324521e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-08-21,2.6391895880493947e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-08-22,1.1637201917863352e+118,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21,4.6296296296296297e+21
2015-08-23,1.1870443060591135e+158,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-08-24,3.5721962477738274e+59,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-08-25,1.3060933976624286e+19,277.75,277.75,277.75,277.75
2015-08-26,3.3346694295365124e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-08-27,3.291802079519959e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-08-28,2.6158872266884836e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-08-29,1.3815751675894918e+158,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-08-30,9.414685175649913e+152,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28
2015-08-31,1.5818971384489317e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-09-01,3.975731466642932e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-09-02,3.674407961808926e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-09-03,4.458483087802566e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-09-04,2.728625668290769e+74,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-09-05,1.612628282995954e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-09-06,1.6199714102192015e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-09-07,2.0170241996226555e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-09-08,5.096752702212806e+28,18518.5,18518.5,18518.5,18518.5
2015-09-09,3.156436960418213e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-09-10,4.410476116802734e+34,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-09-11,4.465330367878163e+33,158730.14285714287,158730.14285714287,158730.14285714287,158730.14285714287
2015-09-12,1.8621566165495335e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-09-13,1.5253801906044968e+108,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2015-09-14,1.766701720759612e+95,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16,5.8479532163742696e+16
2015-09-15,4.736297466867379e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-09-16,2.2865257753965618e+58,9259259259.25,9259259259.25,9259259259.25,9259259259.25
2015-09-17,3.328690307714683e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-09-18,1.763847660221791e+84,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-09-19,1.2654759801246012e+129,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23
2015-09-20,1.4406289184101101e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-09-21,2.2459559817117978e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-09-22,5.959433234500289e+28,18518.5,18518.5,18518.5,18518.5
2015-09-23,1.9300226410346965e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-09-24,3.2038457666745575e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-09-25,5.783728253922693e+28,18518.5,18518.5,18518.5,18518.5
2015-09-26,1.4433423663605157e+103,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18,5.291005291005292e+18
2015-09-27,1.9576185877434468e+98,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17,5.555555555555555e+17
2015-09-28,3.576865294919603e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-09-29,6.625582382240942e+28,18518.5,18518.5,18518.5,18518.5
2015-09-30,2.8546729784886027e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-10-01,4.771324039392054e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-10-02,9.22710320661294e+18,277.75,277.75,277.75,277.75
2015-10-03,5.302290710335392e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-10-04,8.721579066009193e+18,277.75,277.75,277.75,277.75
2015-10-05,2.424463064527888e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-10-06,2.7809542895781037e+63,85470085470.07692,85470085470.07692,85470085470.07692,85470085470.07692
2015-10-07,1.1748196562812937e+128,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23,4.2735042735042734e+23
2015-10-08,4.668742596280515e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-10-09,6.302047337301307e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-10-10,4.949713148380305e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-10-11,8.240718516387806e+162,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30,3.367003367003367e+30
2015-10-12,3.8960370970479716e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-10-13,2.7160428215081844e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-10-14,3.2767627858706317e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-10-15,2.2144509053153237e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-10-16,4.0088259107389805e+43,12345679.0,12345679.0,12345679.0,12345679.0
2015-10-17,1.3511876636348546e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-10-18,1.1412619455183049e+138,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25,3.968253968253968e+25
2015-10-19,2.514850365484803e+84,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-10-20,3.589405505739495e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-10-21,3.1020846634089406e+78,69444444444444.44,69444444444444.44,69444444444444.44,69444444444444.44
2015-10-22,3.100219217300794e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-10-23,6.354923136706416e+38,1388888.875,1388888.875,1388888.875,1388888.875
2015-10-24,1.5949256556283605e+108,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2015-10-25,6.377917129378032e+208,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39
2015-10-26,1.4034957317569617e+123,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22,4.4444444444444445e+22
2015-10-27,2.5533857216939193e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-10-28,1.9028981855858672e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-10-29,1.694432479063785e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-10-30,2.6622022278794257e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-10-31,8.00565971084582e+153,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28
2015-11-01,1.0354130798006645e+174,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32,3.1746031746031742e+32
2015-11-02,1.1882897206519235e+113,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20,4.8309178743961354e+20
2015-11-03,3.092326514334903e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-11-04,2.595595424519553e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-11-05,2.846104341687405e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-11-06,8.090339733804691e+18,277.75,277.75,277.75,277.75
2015-11-07,1.4678768629086613e+109,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19,5.0505050505050505e+19
2015-11-08,7.5518596699796e+192,2.849002849002849e+36,2.849002849002849e+36,2.849002849002849e+36,2.849002849002849e+36
2015-11-09,4.5386762369806024e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-11-10,1.6007242566261791e+83,653594771241830.1,653594771241830.1,653594771241830.1,653594771241830.1
2015-11-11,3.4114015633451123e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-11-12,1.8353696376636955e+74,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-11-13,3.235236262385653e+68,793650793650.7858,793650793650.7858,793650793650.7858,793650793650.7858
2015-11-14,1.1756052041882902e+133,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24,4.1152263374485596e+24
2015-11-15,7.876545386444628e+207,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39,2.6455026455026458e+39
2015-11-16,2.2957011070293886e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-11-17,3.4359573830962945e+53,1010101010.0909091,1010101010.0909091,1010101010.0909091,1010101010.0909091
2015-11-18,2.585034089550333e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-11-19,4.747918777235541e+28,18518.5,18518.5,18518.5,18518.5
2015-11-20,3.1100506144004124e+48,111111111.1,111111111.1,111111111.1,111111111.1
2015-11-21,1.0828217401209352e+158,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29,3.4722222222222225e+29
2015-11-22,1.1998158011176012e+153,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28,3.5842293906810035e+28
2015-11-23,2.3884667225170242e+88,6172839506172839.0,6172839506172839.0,6172839506172839.0,6172839506172839.0
2015-11-24,2.795889706899496e+73,7407407407407.4,7407407407407.4,7407407407407.4,7407407407407.4
2015-11-25,5.098559579743923e+28,18518.5,18518.5,18518.5,18518.5
2015-11-26,5.15344354675568e+38,1388888.875,1388888.875,1388888.875,1388888.875
