year,DOM,followers
2010,1.0,0.0
2011,1.0,0.0
2012,1.0185185185185186,0.06481481481481481
2013,1.389261744966443,2.966442953020134
2014,1.0564516129032258,4.75
2015,1.0238095238095237,9.50297619047619
2016,37.46270466949667,27.53547604608854
2017,53.459140690817186,45.78180286436394
2018,64.125,50.25
