year,DOM,followers
2010,1.0,0.0
2011,1.0,0.0
2012,1.0,0.0
2013,1.0,2.26
2014,1.0,1.972972972972973
2015,1.0,6.75
2016,36.58813838550247,21.874794069192752
2017,54.81094527363184,38.47097844112769
2018,138.0,64.0
