year,DOM,followers
2011,1.90625,0.0
2012,1.0125786163522013,0.06289308176100629
2013,1.0739130434782609,2.8043478260869565
2014,1.0509554140127388,6.038216560509555
2015,1.0508940852819808,9.473177441540578
2016,29.101469559132262,24.848845346396082
2017,53.433928571428574,44.707142857142856
2018,7.0,0.0
