year,DOM,followers
2011,1.0,0.0
2012,1.0,0.08108108108108109
2013,1.0,3.3529411764705883
2014,1.0,6.903225806451613
2015,1.0,7.791666666666667
2016,31.61807580174927,24.355685131195337
2017,52.3609022556391,47.17669172932331
2018,38.333333333333336,36.333333333333336
