year,DOM,followers
2011,1.5,0.0
2012,1.0,0.0
2013,1.2352941176470589,1.9411764705882353
2014,1.0,10.0
2015,1.0,8.273972602739725
2016,50.285714285714285,27.096774193548388
2017,60.17910447761194,39.45522388059702
