year,DOM,followers
2012,1.0,0.0
2013,1.0,2.2222222222222223
2014,5.0,3.2222222222222223
2015,1.0,9.191489361702128
2016,29.890243902439025,17.804878048780488
2017,55.35227272727273,43.93181818181818
2018,180.5,46.0
