year,DOM,followers
2012,3.0,0.0
2013,1.0,0.7142857142857143
2014,1.0,1.25
2015,1.0,6.972222222222222
2016,56.04494382022472,16.15730337078652
2017,67.27272727272727,38.78181818181818
