year,DOM,followers
2011,1.0,0.0
2012,1.3461538461538463,0.11538461538461539
2013,1.0,3.210526315789474
2014,1.0,5.25
2015,1.0,5.517241379310345
2016,43.36868686868687,18.525252525252526
2017,63.08620689655172,39.48275862068966
