year,DOM,followers
2011,1.0,0.0
2012,1.0476190476190477,0.16666666666666666
2013,1.0327868852459017,1.278688524590164
2014,1.0,3.422222222222222
2015,1.0,9.65296803652968
2016,38.568396226415096,27.044811320754718
2017,54.65573770491803,51.79234972677595
2018,32.0,26.0
