year,DOM,followers
2011,1.0,0.0
2012,1.0317460317460319,0.06349206349206349
2013,1.140625,4.34375
2014,1.098360655737705,4.114754098360656
2015,1.426923076923077,7.273076923076923
2016,30.6734693877551,21.6343537414966
2017,59.890243902439025,45.447154471544714
2018,30.0,11.0
