year,DOM,followers
2010,1.0,0.0
2011,3.5454545454545454,0.0
2012,1.06,0.02
2013,1.0,2.0144927536231885
2014,1.0238095238095237,4.261904761904762
2015,1.0,7.043478260869565
2016,35.40413533834587,23.718045112781954
2017,58.39370078740158,43.23622047244095
2018,39.5,26.5
