year,DOM,followers
2010,1.0,0.0
2011,1.0,0.0
2012,1.5119047619047619,0.08928571428571429
2013,1.0614657210401892,2.4184397163120566
2014,1.0072727272727273,3.4872727272727273
2015,1.0062630480167014,7.059151009046625
2016,28.961916461916463,29.006142506142506
2017,41.15166516651665,53.79117911791179
2018,46.46153846153846,47.15384615384615
