year,DOM,followers
2011,1.0,0.0
2012,1.013157894736842,0.05263157894736842
2013,1.0263157894736843,2.6710526315789473
2014,7.760869565217392,4.173913043478261
2015,1.0,9.462046204620462
2016,39.16548463356974,25.23286052009456
2017,54.41504178272981,42.64345403899721
2018,60.0,54.0
