year,DOM,followers
2012,1.0,0.25
2013,1.2,1.8
2014,1.0,17.0
2015,1.0,11.347826086956522
2016,42.46153846153846,27.406593406593405
2017,61.38095238095238,70.52380952380952
2018,16.0,87.0
