year,DOM,followers
2011,1.0,0.0
2012,3.0,0.07142857142857142
2013,1.0,2.142857142857143
2014,1.0,5.5
2015,1.0,10.391304347826088
2016,36.72,25.62
2017,61.83076923076923,46.15384615384615
2018,172.0,58.0
